AcresBurned,AdminUnit,ConditionStatement,Counties,CountyIds,Extinguished,Injuries,Latitude,Longitude,Location,Name,PercentContained,PersonnelInvolved,SearchDescription,Status,UniqueId,ArchiveYear,Started,Ended,Cord,Fahrenheit,Month_Number,Month
1301.0,Oregon Department of Forestry,,State of Oregon,61,2019-08-18T16:33:00Z,,42.033,-122.175,"Highway 66 and Ward Rd, 13 miles west of Keno, Oregon",Ward Fire,100.0,,"The Ward Fire started August 9 2019 near Highway 66 and Ward Rd, 13 miles west of Keno, Oregon",Finalized,e3d66b1b-3b3b-40a3-96ec-574c1a27cbe9,2019,8,8,"(42.033, -122.175)",,,
1165.0,CAL FIRE NEU,"CAL Fire is assisting Truckee Meadows Fire Protection District with air resource in Washoe County, Nevada.",State of Nevada,59,2019-07-16T08:50:00Z,,39.631945,-119.76988100000001,"Chimney Rd and Barrel Springs Rd, 2 miles North of Sun Valley Nevada",Jasper Fire,100.0,,"The Jasper Fire Started July 13 2019 near Chimney Rd and Barrel Springs Rd, 2 miles North of Sun Valley Nevada Washoe County Nevada",Finalized,3086ac2b-bbb3-4321-81e3-3cfdb9e571e9,2019,7,9,"(39.631945, -119.76988100000001)",,,
1127.0,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,40,2019-06-11T14:49:00Z,,35.343761,-119.91371699999999,"off Highway 58 and Boulder Creek Road, California Valley",Boulder Fire,100.0,,"The Boulder Fire started June 5, 2019 off Highway 58 and Boulder Creek Road, California Valley (San Luis Obispo). This fire was contained on June 5, 2019.",Finalized,107dd529-31b8-4b5f-ab09-4aa79c770d4b,2019,6,6,"(35.343761, -119.91371699999999)",68.9,6.0,June
1020.0,USFS Lassen National Forest,,Lassen,18,2019-08-11T11:35:00Z,,40.943799,-120.27529799999999,"Cold Springs Rd and McDonald Peak, 11 miles southeast of Madeline",W1 McDonald Fire,100.0,,"The W1 Fire started on August 8 2019 near Cold Springs Rd and 
McDonald Peak, 11 miles southeast of Madeline Lassen County.",Finalized,94cdd032-ea04-4713-b54a-dc3476635684,2019,8,8,"(40.943799, -120.27529799999999)",67.3,8.0,August
974.0,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,40,2019-07-09T18:22:00Z,,35.63111111,-120.26916667,Gillis Canyon and South East of Shandon,Gillis Fire,100.0,,"The Gillis Fire started July 8, 2019 off Gillis Canyon and South East of Shandon in San Luis Obispo County.",Finalized,1fd11e53-a132-4b89-bc8f-f7061f685ad3,2019,7,7,"(35.63111111, -120.26916667)",72.2,7.0,July
835.0,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,40,2019-06-03T08:44:00Z,,35.307590000000005,-119.96498000000001,"Belmont & Costa Mesa Rd, In California Valley",Belmont Fire,100.0,,"The Belmont Fire started on May 29, 2019 off Belmont & Costa Mesa Rd, in California Valley (San Luis Obispo County) and burned 835 acres. It was contained on May 31, 2019.",Finalized,e2d77e59-b831-4267-a50b-89ede499a885,2019,5,6,"(35.307590000000005, -119.96498000000001)",58.2,5.0,May
757.0,Unified Command: CAL FIRE Santa Clara Unit and East Contra Costa Fire Protection District,,Contra Costa,7,2019-08-06T18:42:00Z,,37.908362,-121.872941,"Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood",Marsh Complex,100.0,,,Finalized,1f576988-2ad0-4a7b-afed-f650caafc579,2019,8,8,"(37.908362, -121.872941)",73.9,8.0,August
756.0,CAL FIRE Tulare Unit,The Creek incident is now 100% contained.,Tulare,54,,,36.40193,-119.030621,"Dry Creek Dr and Lomitas Drive, east of Woodlake",Creek Fire,100.0,185.0,"The Creek Fire started on August 31, 2019 at Dry Creek Dr and Lomitas Dr,  east of Woodlake in Tulare County.",Finalized,8faaa845-634f-4f94-b25e-f5ae78703da6,2019,8,9,"(36.40193, -119.030621)",72.4,8.0,August
745.0, Los Angeles Fire Department,,Los Angeles,19,2019-11-05T17:30:00Z,,34.098191,-118.47871699999999,East Sepulveda Blvd and I-405 near Los Angeles City ,Getty Fire ,100.0,,"The Getty Fire started October 28, 2019 off East Sepulveda Blvd and I-405 in Los Angeles county.",Finalized,e693477a-37d2-4aba-9e73-a63421a2b3a6,2019,10,11,"(34.098191, -118.47871699999999)",64.3,10.0,October
703.0,CAL FIRE Mendocino Unit,<a> Evacuations warnings have been lifted.,Mendocino,23,2019-11-03T18:52:00Z,,39.224309999999996,-123.12886999999999,"Potter Valley Road and  Highway 20, east of Calpella in Mendocino County",Burris Fire,100.0,,"The Burris Fire started October 27, 2019 off Potter Valley Rd and  Hwy 20, east of Calpella in Mendocino County.",Finalized,9cc1af36-29f2-4af5-afa7-23b9ce17630e,2019,10,11,"(39.224309999999996, -123.12886999999999)",56.7,10.0,October
604.0,CAL FIRE Nevada-Yuba-Placer Unit,Forward spread stopped.,Placer,31,,,38.751647999999996,-121.43263600000002,"Baseline Road and Country Acres Lane, north of Rio Linda ",Baseline Fire ,100.0,,"The Baseline Fire started September 20, 2019 off Baseline Road and Country Acres Lane, north of Rio Linda in Placer County.",Finalized,ebc468e3-c2ec-43ff-95e9-c319a7ec3d40,2019,9,9,"(38.751647999999996, -121.43263600000002)",62.6,9.0,September
600.0,CAL FIRE Shasta-Trinity Unit,"All evacuations and road closures have been lifted.  Please see Shasta County Sheriff's website under agencies for the most current information.   

<p>Firefighters continue to mop up and patrol. Fire suppression repair is ongoing. Residents traveling in the vicinity are asked to drive with caution as fire apparatus and personnel continue to work in the area.",Shasta,45,2019-08-26T17:00:00Z,3.0,40.715556,-122.24194399999999,"Bear Mountain Road and Dry Creek Road, north of Bella Vista",Mountain Fire,100.0,187.0,"The Mountain Fire started August 22, 2019 off Bear Mountain Road and Dry Creek Road, north of Bella Vista in Shasta County.",Finalized,1bf3e829-5fb3-43d2-9179-6c337709df19,2019,8,10,"(40.715556, -122.24194399999999)",74.1,8.0,August
600.0,CAL FIRE Santa Clara Unit,,Stanislaus,50,2019-06-11T17:14:00Z,,37.259879999999995,-121.09375,"Interstate 5 and Pete Miller Road, southwest of Newman",Stuhr Fire,100.0,,"The Stuhr Fire started on June 7, 2018 near Interstate 5 and Pete Miller Road, 4 miles southwest of Newman in Stanislaus County. This fire was contained on June 9, 2019.",Finalized,8edf51ea-1e4f-4e73-8e04-e168417ed39b,2019,6,6,"(37.259879999999995, -121.09375)",74.8,6.0,June
526.0,Unified Command: CAL FIRE Sonoma-Lake-Napa Unit and American Canyon Fire Protection District,,Napa,28,2019-10-07T18:34:00Z,,38.165873,-122.211671,"American Canyon and Highway 80, east of American Canyon",American Fire,100.0,163.0,"The American Fire started on October 6, 2019 off of American Canyon and Highway 80, east of American Canyon in Napa County.",Finalized,74c3d01f-8809-40bc-a0e2-b1cc24bf1a7d,2019,10,10,"(38.165873, -122.211671)",61.9,10.0,October
525.0,CAL FIRE/Riverside County Fire Department,,Riverside,33,2019-06-24T11:43:00Z,,33.919507,-117.103765,"off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail",Jerry Fire,100.0,,"The Jerry Fire started on June 21, 2019 off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail in Riverside County. The Jerry Fire was contained on June 23, 2019.",Finalized,8c666963-1f9d-43c6-bc3a-cab623d81f27,2019,6,6,"(33.919507, -117.103765)",80.7,6.0,June
520.0,CAL FIRE RRU (Riverside County Fire),"All evacuation orders have been lifted.

<p>Ground resources continue to mop-up and strengthen control lines. Motorists should drive with caution in the fire area and yield to fire personnel and apparatus.",Riverside,33,,,33.4853,-117.043723,"Horseshoe Trail and Stagecoach Road, Juniper Flats",Horseshoe Fire ,100.0,235.0,"Horseshoe Fire  started on September 14, 2019 Off Horseshoe Trail and Stagecoach Road, Juniper Flats in Riverside County.",Finalized,c9327432-b3d3-4ea1-b810-d339dc9e25c3,2019,9,9,"(33.4853, -117.043723)",79.9,9.0,September
496.0,CAL FIRE Butte County Fire ,"Fire line personnel have reached 100% containment on the Swedes Fire. All firefighters have been released from the incident. The fire will remain in patrol status for the next few days, being checked daily for smoke and hot spots.

Fire suppression repair continues as well, so we ask that residents and others be careful when traveling in the area, as heavy equipment will be on the roadways.",Butte,4,2019-09-13T19:00:00Z,,39.45296,-121.41261899999999,"Swedes Flat Road and Oro Bangor Highway, east of Oroville",Swedes Fire,100.0,16.0,"The Swedes Fire started September 7, 2019 off Swedes Flat Road and Oro Banger Highway, east of Oroville in Butte County.",Finalized,63a43984-64ce-40aa-bbc3-98330a46353f,2019,9,9,"(39.45296, -121.41261899999999)",69.9,9.0,September
448.0,City of San Diego Fire-Rescue ,CAL FIRE is assisting City of San Diego Fire-Rescue with air and ground resources,San Diego,37,2019-08-03T09:10:00Z,,32.575556,-117.02666699999999,"Off Airway Road and Caliente Ave, in San Ysidro ",Caliente Fire,100.0,,"The Caliente Fire started on August 1, 2019 Off Airway Road and Caliente Ave, in San Ysidro in San Diego County",Finalized,ca65fae0-e6d7-4600-890c-62da03753131,2019,8,9,"(32.575556, -117.02666699999999)",77.6,8.0,August
448.0,Kern County Fire Department,,Kern,15,,,35.60989,-118.41203999999999,"near Quail Dr and Bobcat Dr in the Kern River Valley, South of Lake Isabela",Mesa Fire ,100.0,,"The Mesa Fire started July 31, 2019 near Quail Dr and Bobcat Dr in the Kern River Valley, South of Lake Isabela in Kern County.",Finalized,1f0d1a35-bf41-45d8-b3b8-26cca8d2d83e,2019,7,8,"(35.60989, -118.41203999999999)",80.3,7.0,July
423.0,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,22,,,37.532028000000004,-120.208019,"Bear Valley Rd and Cotton Creek Rd, east of Snelling",Hunter Fire,100.0,,"The Hunter fire started August 15, 2019 off Bear Valley Rd and Cotton Creek Rd, east of Snelling in Mariposa County.",Finalized,852f3058-ccaa-4877-8e8e-f5b8a9649936,2019,8,8,"(37.532028000000004, -120.208019)",73.4,8.0,August
420.0,Santa Barbara County Fire Department,Evacuations lifted for El Cap Canyon and Ocean Mesa RV Park. Full containment anticipated on 10/21/19.,Santa Barbara,42,2019-10-21T06:00:00Z,,34.484722,-120.19083300000001,Calle Real & Hwy 101 west of El Capitan ,Real Fire,100.0,,"The Real Fire started on October 17, 2019 off Calle Real & Hwy 101 west of El Capitan in Santa Barbara County.",Finalized,baa2a51c-40bc-420c-9f88-db4783872d65,2019,10,10,"(34.484722, -120.19083300000001)",61.7,10.0,October
381.0,USFS - Sequoia National Forest,,Tulare,54,,,36.150999999999996,-118.185,Northeast of Broder Meadow,Broder Fire,100.0,9.0,"Broder Fire started on August 8, 2019 Northeast of Broder Meadow, Sequoia National Forest",Finalized,737ef617-abaa-44a1-9bbc-f46240468b8f,2019,9,9,"(36.150999999999996, -118.185)",64.6,9.0,September
350.0,CAL FIRE / Riverside County Fire ,,Riverside,33,2019-10-13T07:30:00Z,,33.975405,-117.20706799999999,"Reche Canyon Rd and Jordan Dr, Moreno Valley",Reche Fire,100.0,,"The Reche Vegetation Fire started on October 10, 2019 near Reche Canyon Rd and Jordan Dr, Moreno Valley in Riverside County.",Finalized,8739a46c-9d9b-464c-87d0-31738601d96f,2019,10,10,"(33.975405, -117.20706799999999)",68.6,10.0,October
328.0,CAL FIRE Riverside County Fire Department,,Riverside,33,2019-11-03T16:15:00Z,,33.985972,-117.414111,"5300 block of 46th Street, East Jurupa Valley ",46 Fire,100.0,,"46 Fire started on October 31, 2019 off of 5300 block of 46th Street, East of Jurupa Valley in Riverside County.",Finalized,e59fa47f-0f47-49a9-a2c5-092cfaf68ed5,2019,10,11,"(33.985972, -117.414111)",68.6,10.0,October
316.0,CAL FIRE San Benito - Monterey Unit,,Monterey,27,,,35.908333,-120.984167,"near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood ",Lake Fire,100.0,,"The Lake Fire started on July 29, 2019 near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood in Monterey County.",Finalized,540b19a4-b84c-4d9c-9cb3-746b53a094b7,2019,7,8,"(35.908333, -120.984167)",70.2,7.0,July
300.0,CAL FIRE Butte/ Butte County Fire,,Butte,4,2019-09-28T18:40:00Z,,39.622137,-121.693472,"Off of Hwy 99 and Hwy 149, Southeast of Chico",Hwy Fire,100.0,,"Hwy Fire started on September 28, 2019 off of Hwy 99 and Hwy 149, Southeast of Chico in Butte County.",Finalized,b8e5a940-0fb5-4c63-93ab-a855cfdc4e0c,2019,9,10,"(39.622137, -121.693472)",69.9,9.0,September
283.0,CAL FIRE Santa Clara Unit,,San Joaquin,39,2019-07-05T07:50:00Z,,37.632059999999996,-121.53838200000001,"West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy",Hollow Fire,100.0,,"The Hollow Fire started July 3, 2019 off West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy in San Joaquin County.",Finalized,89db8bb4-6e3b-4de7-b7d9-287c1a9032c0,2019,7,7,"(37.632059999999996, -121.53838200000001)",77.2,7.0,July
280.0,Shasta-Trinity National Forest,"The anticipated containment date is September 21, 2019.",Trinity,53,2019-09-12T10:08:00Z,,41.150392,-122.63410800000001,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",Rams Horn Fire,100.0,259.0,,Finalized,b24dc89c-632d-46a1-8984-2ce037e37834,2019,9,9,"(41.150392, -122.63410800000001)",62.7,9.0,September
280.0,Los Padres National Forest,CAL Fire is assisting US Forest Services with air and ground resources.,Monterey,27,2019-08-12T08:20:00Z,,36.008889,-121.466944,"In Los Padres National Forest, West of Fort Hunter Liggett ",Mill Fire,100.0,,"The Mill Fire started on July 30, 2019 in Los Padres National Forest, West of Fort Hunter Liggett in Monterey County.",Finalized,233708cc-ed2d-4b85-ba8c-60cf71c912c8,2019,7,9,"(36.008889, -121.466944)",70.2,7.0,July
279.0,Los Padres National Forest,,Ventura,56,2019-09-05T08:14:00Z,,34.71011,-119.3547,3 miles northwest of Reyes Creek,Snail Fire,100.0,,"The Snail Fire started September 1, 2019 3 miles northwest of Reyes Creek in Ventura County",Finalized,1b6cdbc8-4ab9-49e9-b6ed-e38d55e263cc,2019,9,9,"(34.71011, -119.3547)",67.7,9.0,September
263.0,Susanville Bureau of Land Management,,Lassen,18,2019-07-06T07:49:00Z,,40.679318,-120.39276799999999,"Snowstorm Rd, south of Ravendale",Snowstorm Fire,100.0,,,Finalized,0f965f2f-3977-4ba5-bf7c-29feef27ee82,2019,7,7,"(40.679318, -120.39276799999999)",66.1,7.0,July
260.0,Bureau of Land Management - Northern CA District,,Lassen,18,2019-09-11T18:30:00Z,,44.733999999999995,-120.60600000000001,"North of Fredonyer Peak, southwest of Termo",R-6 Fire,100.0,40.0,"The R-6 Fire started on September 9, 2019 off North of Fredonyer Peak, southwest of Termo in Lassen County.",Finalized,393edada-d2bf-4a33-94f2-2d2123357015,2019,9,9,"(44.733999999999995, -120.60600000000001)",55.9,9.0,September
257.0,CAL FIRE Tulare Unit,,Tulare,54,2019-06-11T14:48:00Z,,36.18479,-118.99229,"Off Rd 256 & Ave 220, east of Strathmore",Citrus Fire,100.0,,"The Citrus Fire started on June 2, 2019 off Rd 256 & Ave 220, east of Strathmore (Tulare County) and burned 257 acres. It was contained on June 3, 2019.",Finalized,11e0324e-e8ff-4591-b592-9e704ade60d6,2019,6,6,"(36.18479, -118.99229)",67.4,6.0,June
250.0,Riverside City Fire Department,Forward progress has been stopped. No injuries and no structure damage. Crews will continue reinforcing fire lines and mopping-up isolated hot spots.,Riverside,33,2019-09-08T18:00:00Z,,33.9369,-117.3063,"Kangaroo Court and River Ridge Drive, Riverside ",Sycamore Fire,100.0,,"Sycamore Fire started on September 7, 2019 off Kangaroo Court and River Ridge Drive, Riverside, in Riverside County.",Finalized,a14c1f49-8e49-4709-a21b-6c06471a1002,2019,9,9,"(33.9369, -117.3063)",79.9,9.0,September
244.0,USFS Mendocino National Forest ,,Trinity,53,2019-09-18T12:17:00Z,,40.062304,-123.222196,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",Henthorne Fire,100.0,,"1-1 Henthorne Fire started on September 5, 2019 Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo in Trinity County.",Finalized,791059a2-b50f-4ab0-924a-bfdac001e4b9,2019,9,9,"(40.062304, -123.222196)",62.7,9.0,September
244.0,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,22,,,37.524378000000006,-120.29655100000001,"McSwain Entrance and Lake McClure Rd, Hornitos",Lake Fire,100.0,,"The Lake Fire started on July 8, 2019 off McSwain Entrance and Lake McClure Rd, Hornitos in Mariposa County.",Finalized,6be8378d-9a89-40a3-bc66-4fc0ab22ebc2,2019,7,7,"(37.524378000000006, -120.29655100000001)",72.2,7.0,July
240.0,CAL FIRE SCU,,Alameda,1,,,37.708743,-121.841879,"Central Pkwy and Croak Rd, 4 miles east of Dublin",Harte Fire,100.0,,"The Harte Fire started on August 9 2019 near Central Pkwy and Croak Rd, 4 miles east of Dublin Alameda County",Finalized,4affde91-31a9-4588-bf14-7201fc5c548b,2019,8,8,"(37.708743, -121.841879)",72.7,8.0,August
227.0,Klamath National Forest,The fire is in patrol status. This is the final update unless significant activity occurs.,Siskiyou,47,2019-09-26T08:00:00Z,,41.492974200000006,-123.2129356,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",Kidder 2 Fire,100.0,,,Finalized,69b0cca6-c0c6-4a96-8f61-07ebb0ff9dc7,2019,9,10,"(41.492974200000006, -123.2129356)",57.5,9.0,September
225.0,CAL FIRE Mendocino Unit,All evacuation warnings and orders have been lifted per the Mendocino County Sheriff's office.,Mendocino,23,2019-08-17T18:15:00Z,3.0,39.005262,-123.195306,Off Moose Rd & Bus McGall Rd northwest of Hopland,Moose Fire,100.0,328.0,"The Moose Fire started August 15, 2019 Off Moose Rd & Bus McGall Rd northwest of Hopland in Mendocino county.",Finalized,c8f94c30-d0ee-450a-8501-30678aa37c0f,2019,8,8,"(39.005262, -123.195306)",70.8,8.0,August
220.0,Los Padres National Forest,"</p> No longer in Unified Command, please refer to Los Padres National Forest for more information. 
<br><br>
<p><b><font color = ""red"">Evacuations: Residents have been allowed to return home but are advised to stay fire ready.</font></b>
Evacuation warning for French Camp and Upper Lopez Canyon Rd. 
Evacuation warning for 1700 block of Upper Lopez Canyon Rd.</p>",San Luis Obispo,40,2019-09-27T18:00:00Z,4.0,35.214364,-120.45588300000001,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",Lopez Fire,100.0,515.0,"The Lopez Fire started on September 9, 2019 off Upper Lopez Canyon Rd & Wittenberg Creek Rd, southeast of San Luis Obispo in San Luis Obispo County.",Finalized,840010ca-aef0-4f91-b771-3bf196317d03,2019,9,10,"(35.214364, -120.45588300000001)",69.5,9.0,September
214.0,CAL FIRE / Riverside County Fire,Resources will remain on scene working on full containment.,Riverside,33,2019-06-30T15:51:00Z,,33.911,-116.980528,"Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont",Wolf Fire ,100.0,,"Wolf Fire started on June 29, 2019 Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont in Riverside County.",Finalized,24d9c2ae-8b11-4536-9b9c-5f4e0d476af0,2019,6,7,"(33.911, -116.980528)",80.7,6.0,June
213.0,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,20,2019-07-16T06:49:00Z,,37.016944,-119.93416699999999,"Off Road 33 and Highway 145, Bonadelle",Madera Fire ,100.0,,"Madera Fire started on July 15,2019 off Road 33 and Highway 145, Bonadelle in Madera County.",Finalized,f2629bc3-1c8c-4a97-95fa-7d08566dc246,2019,7,7,"(37.016944, -119.93416699999999)",73.3,7.0,July
210.0,CAL FIRE Madera- Mariposa- Merced Unit ,,Merced,24,2019-07-02T15:51:00Z,,37.312877,-120.242411,"Off of Merced Fall Road and La Grange Road, East of Snelling",Merced Fire ,100.0,,"Merced Fire started on June 29, 2019 off of Merced Fall Road and La Grange Road, East of Snelling in Merced County. It was contained on July 2, 2019.",Finalized,cc06431a-5153-4f66-8ada-07af53c175c3,2019,6,7,"(37.312877, -120.242411)",75.1,6.0,June
210.0,CAL FIRE Santa Clara Unit,,Santa Clara,43,2019-06-11T17:17:00Z,,37.21638,-121.70768000000001,"Malech Rd & Bailey Rd, South San Jose",Malech Fire,100.0,,"The Malech Fire started on June 9, 2019 off Malech Rd & Bailey Rd, South San Jose in Santa Clara County.",Finalized,6f509c42-9d2b-45df-b705-02dcb9147dde,2019,6,6,"(37.21638, -121.70768000000001)",68.1,6.0,June
208.0,Kern County Fire Department,,Kern,15,,,34.900833299999995,-118.91833329999999,"  I 5 and Diger Rd, South of Bakersfield",Tejon Fire,100.0,,"The Tejon Fire started July 21, 2019 off  I 5 and Diger Rd, South of Bakersfield in Kern county.",Finalized,49dbe286-1cfe-4e03-a872-13185aae767a,2019,7,7,"(34.900833299999995, -118.91833329999999)",80.3,7.0,July
207.0,USFS Klamath National Forest,,Siskiyou,47,2019-06-24T16:56:00Z,,39.28926,-121.85906000000001,"off Highway 96 and Lumgrey Road, West of Gottsville",Lumgrey Fire,100.0,,"The Lumgrey Fire started June 17, 2019 off Highway 96 and Lumgrey Road, West of Gottsville (Siskiyou County).",Finalized,48d3b3c4-fcf5-47d9-920f-3b3c1b0f6fb1,2019,6,6,"(39.28926, -121.85906000000001)",61.4,6.0,June
202.0,CAL FIRE Tuolumne-Calaveras Unit ,,Stanislaus,50,2019-07-16T06:48:00Z,,37.944751000000004,-120.84371999999999,"Off of Milton Road and Highway 4, North of Oakdale ",Milton Fire ,100.0,,"Milton Fire started on July 15,2019 off of Milton Road and Highway 4, North of Oakdale in Stanislaus County.",Finalized,a03c52ec-7366-43c5-965e-52e2b73df452,2019,7,7,"(37.944751000000004, -120.84371999999999)",77.4,7.0,July
200.0,San Bernardino County Fire Department/ San Bernardino Nation Forest Service,,San Bernardino,36,2019-11-05T09:03:00Z,,34.183,-117.285,"off of W 59th and Hill Dr, in San Bernardino National Forest",Hillside Fire,100.0,,"Hillside Fire started on October 31, 2019 off of W 59th and Hill Dr, San Bernardino, in San Bernardino National Forest in San Bernardino County.",Finalized,dfc32e06-b88e-4d30-ae3d-22bc18792f5e,2019,10,11,"(34.183, -117.285)",65.3,10.0,October
200.0, East Contra Costa County Fire Protection District,,Contra Costa,7,2019-10-28T16:26:00Z,,37.99136,-121.64118,"East Cypress Rd and Bethel Island Road, Knightsen, CA  ",Cypress Complex,100.0,,"The Cypress Complex started October 27, 2019 off East Cypress Rd and Bethel Island Road, Knightsen, CA  in Contra Costa County",Finalized,d299dec7-b09f-47f7-80c9-859ddd1ecef3,2019,10,10,"(37.99136, -121.64118)",64.2,10.0,October
200.0,Ventura County Fire Department ,,Ventura,56,2019-10-12T18:00:00Z,,34.23955,-119.20187,"Olivas Park Drive, near the Buenaventura Golf Course",Olivas Fire,100.0,,"The Olivas Fire started October 11, 2019 off Olivas Park Drive, near the Buenaventura Golf Course in Ventura County.",Finalized,02e6023e-d306-4a67-a09c-b9224b98661e,2019,10,10,"(34.23955, -119.20187)",60.1,10.0,October
200.0,CAL FIRE/San Diego County Fire,<p>The forward rate of spread has been stopped. Overnight crews worked to mop up and construct containment lines.</p>,San Diego,37,,,32.787656,-116.806941,Dehesa Road and Sloan Canyon Road,Dehesa Fire ,100.0,350.0,"The Dehesa Fire started September 24, 2019 off Dehesa Road and Sloan Canyon Road in San Diego County.",Finalized,94cd8534-defa-4a82-b1be-42a2704c13d2,2019,9,10,"(32.787656, -116.806941)",72.7,9.0,September
200.0,Santa Barbara County Fire,Structures threatened.  Evacuations in progress and Hwy 101 northbound is closed.,Santa Barbara,42,2019-09-14T08:00:00Z,,34.630919,-120.18736799999999,"McMurray Rd and Hwy 101, north of Buellton",McMurray Fire,100.0,,"The McMurray fire started on September 9, 2019 at McMurray Rd and Hwy 101, north of Buellton in Santa Barbara County.",Finalized,4cebaf5a-70a7-4262-864b-fb3fe3b1d84d,2019,9,9,"(34.630919, -120.18736799999999)",69.0,9.0,September
193.0,Bureau of Land Management,CAL Fire is assisting Bureau of Land Management with air and ground resources.,Lassen,18,2019-07-16T09:00:00Z,,40.072739,-120.158273,"Off Old Highway and Cowboy Joe Road, Northwest of Doyle",Doyle Fire,100.0,,"Doyle Fire started on July 14, 2019 off Old Highway and Cowboy Joe Road, Northwest of Doyle in Lassen County.",Finalized,0ab090de-1ec9-41db-b6cf-c7acd370626a,2019,7,9,"(40.072739, -120.158273)",66.1,7.0,July
190.0,CAL FIRE Santa Clara Unit ,,Stanislaus,50,,,37.32585,-121.110146,"Off SB Interstate 5 and West Stuhr Road, South of Patterson City ",Stuhr Fire ,100.0,,"Stuhr Fire  started on September 11, 2019 Off SB Interstate 5 and West Stuhr Road, South of Patterson City in Stanislaus County.",Finalized,8f6c8f60-1daf-4c04-8507-dcc81656b8c5,2019,9,9,"(37.32585, -121.110146)",72.2,9.0,September
190.0,CAL FIRE San Benito-Monterey Unit,,Monterey,27,2019-07-10T16:04:00Z,,35.95191,-120.8092,"Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields",Sargent Fire,100.0,,"The Sargent fire started July 9, 2019 off Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields in Monterey County.",Finalized,f32eaf92-82dc-4c31-8a05-76c21845f078,2019,7,7,"(35.95191, -120.8092)",70.2,7.0,July
183.0,CAL FIRE Sonoma Lake Napa Unit,,Solano,48,,,38.158333,-122.118889,"Off Marshview Road and Highway 680, South of Cordelia ",Marshview Fire,100.0,,"Marshview Fire started on July 24, 2019 Off Marshview Road and Highway 380, South of Cordelia in Solano County.",Finalized,f0577ec6-5504-4460-83ce-d9bd91624e0a,2019,7,8,"(38.158333, -122.118889)",73.5,7.0,July
172.0,Kern County Fire,,Kern,15,2019-05-08T08:48:00Z,,35.03855,-119.19453999999999,Off Highway 166 at Wind Wolves Preserve,Vulcan Fire,100.0,,"The Vulcan Fire started on May 3, 2019 off Highway 166 at Wind Wolves Preserve (Kern County).",Finalized,ee290ec6-3815-4c44-a96a-edb331fcc925,2019,5,5,"(35.03855, -119.19453999999999)",61.3,5.0,May
167.0,San Bernardino National Forest,,Riverside,33,2019-09-22T18:00:00Z,,33.635,-116.801111,"Bautista Road and Tripp Flats, West of Lake Hemet",Bautista Fire,100.0,25.0,"Assisting/Not a CAL FIRE incident :
#BautistaFire near Bautista Road and Tripp Flats, West of Lake Hemet in Riverside County.  For more information: https://inciweb.nwcg.gov/incident/6600/",Finalized,980c4c7d-dcc9-45b3-b5c1-181c1cd445e9,2019,9,10,"(33.635, -116.801111)",79.9,9.0,September
167.0,CAL FIRE San Benito-Monterey Unit,,San Benito,35,2019-09-03T07:11:00Z,,36.600167,-120.8405,"Panoche Road and New Idria Road, Paicines",Antelope Fire,100.0,,"The Antelope Fire started on September 2, 2019 off Panoche Road and New Idria Road, Paicines in San Benito County",Finalized,ebdceb89-fa30-486a-94f8-3eff8eedbd67,2019,9,9,"(36.600167, -120.8405)",69.5,9.0,September
161.0,Fresno-Kings County,,Kings,16,2019-06-24T11:45:00Z,,35.81778,-120.09715,"Hwy 41 and York Ave, 13 miles south of Avenal (Kings County)",York Fire,100.0,,"The York Fire started April 28, 2019 at Hwy 41 and York Ave, 13 miles south of Avenal (Kings County). It was contained on April 29, 2019 at 161 acres.",Finalized,85bdd89a-4ce5-4539-a274-23fa2b030e7d,2019,4,6,"(35.81778, -120.09715)",65.0,4.0,April
